BARKOD_GUNCEL;GLN_GUNCEL;ADET;MF
8699546099429;8680001572571;20;0
8699546099429;8680001497904;10;0
8699546099429;8680001198115;150;0
8699546099429;8680001287796;10;0
8699546099429;8680001468027;10;0
8699546099429;8680001169146;20;0
8699546099429;8680001698295;5;0
8699546099429;8680001202652;10;0
8699546099429;8680001178506;30;0
8699546099429;8680001286492;20;0
8699546099429;8680001473076;10;0
8699546099429;8680001202652;10;0
8699546099429;8680001219711;30;0
8699546099429;8680001187881;5;0
8699546099429;8680001260485;10;0
8699546099429;8680001527076;10;0
8699546099429;8680001427352;5;0
8699546099429;8680001554157;20;0
8699546099429;8680001174072;30;0
8699546099429;8680001236343;10;0
8699546099429;8680001173815;5;0
8699546099429;8680001603695;5;0
8699546099429;8680001188970;5;0
8699546095100;8680001527076;20;0
8699546095100;8680001223459;10;0
8699546095100;8680001450305;2;0
8699546095100;8680001429004;2;0
8699546095100;8680001223657;10;0
8699546095100;8680001447954;5;0
8699546095100;8680001174621;5;0
8699546095100;8680001189434;20;0
8699546095100;8680001494552;10;0
8699546095100;8680001223657;20;0
8699546095100;8680001183814;5;0
8699546095100;8680001226771;3;0
8699546095100;8680001547166;10;0
8699546095100;8680001626564;3;0
8699546095100;8680001679898;30;0
8699546095100;8680001273010;2;0
8699546095100;8680001618903;10;0
8699546095100;8680001189397;3;0
8699546095100;8680001183722;3;0
8699546095100;8680001291496;10;0
8699546095100;8680001625185;2;0
8699546095100;8680001253388;2;0
8699546095100;8680001493814;10;0
8699546095100;8680001242351;10;0
8699546095100;8680001412303;5;0
8699546095100;8680001278473;10;0
8699546095100;8680001236343;10;0
8699546095100;8680001679539;10;0
8699546095100;8680001236831;5;0
8699546095100;8680001464562;3;0
8699546095100;8680001641550;2;0
8699546095100;8680001507245;5;0
8699546095100;8680001183722;2;0
8699546095100;8680001225330;10;0
8699546095100;8680001603695;3;0
8699546095100;8680001401864;25;0
8699546095100;8680001462421;3;0
8699546095100;8680001215560;5;0
8699546095100;8680001486564;20;0
8699546095100;8680001275038;10;0
8699546095100;8680001658794;2;0
8699546095100;8680001291175;1;0
8699546095100;8680001573165;10;0
8699546095100;8680001280759;3;0
8699546095100;8680001375899;10;0
8699546095100;8680001286737;3;0
8699546095100;8680001289301;6;0
8699546095100;8680001212958;5;0
8699546095100;8680001197521;10;0
8699546095100;8680001489978;20;0
8699546095100;8680001617845;30;0
8699546095100;8680001473373;2;0
8699546095100;8680001427185;5;0
8699546095100;8680001427185;2;0
8699546095100;8680001468836;20;0
8699546095100;8680001174690;10;0
8699546095100;8680001457472;5;0
8699546095100;8680001231041;5;0
8699546095100;8680001274703;10;0
8699546095100;8680001260812;10;0
8699546095100;8680001185313;1;0
8699546095100;8680001485338;3;0
8699546095100;8680001209897;2;0
8699546095100;8680001238187;3;0
8699546095100;8680001601226;5;0
8699546095100;8680001401864;20;0
8699546095100;8680001212057;10;0
8699546095100;8680001241422;3;0
8699546095100;8680001484843;5;0
8699546095100;8680001429004;5;0
8699546095100;8680001493814;10;0
8699546095100;8680001450305;4;0
8699546095100;8680001298440;10;0
8699546095100;8680001368655;10;0
8699546095100;8680001213917;10;0
8699546095100;8680001253388;2;0
8699546095100;8680001165834;3;0
8699546095100;8680001531011;20;0
8699546095100;8680001274390;2;0
8699546095100;8680001381227;5;0
8699546095100;8680001491582;38;0
8699546095100;8680001204342;10;0
8699546095100;8680001275038;10;0
8699546095100;8680001204342;6;0
8699546095100;8680001494552;10;0
8699546095100;8680001238873;10;0
8699546095100;8680001289813;5;0
8699546095100;8680001177530;10;0
8699546095100;8680001291175;3;0
8699546095100;8680001234615;10;0
8699546095100;8680001473373;2;0
8699546095100;8680001489428;5;0
8699546095100;8680001280940;15;0
8699546095100;8680001439904;10;0
8699546095100;8680001184965;30;0
8699546095100;8680001483921;20;0
8699546095100;8680001421534;3;0
8699546095100;8680001462421;2;0
8699546095100;8680001660469;10;0
8699546095100;8680001572762;20;0
8699546095100;8680001235407;150;22
8699546095100;8680001248292;3;0
8699546095100;8680001236343;3;0
8699546095100;8680001274703;10;0
8699546095100;8680001634149;10;0
8699546095100;8680001231041;10;0
8699546095100;8680001239696;2;0
8699546095100;8680001203369;2;0
8699546095100;8680001282142;5;0
8699546095100;8680001179114;5;0
8699546095100;8680001220045;3;0
8699546095100;8680001237890;20;0
8699546095100;8680001510320;150;22
8699546095100;8680001632794;5;0
8699546095100;8680001239696;2;0
8699546095100;8680001266968;4;0
8699546095100;8680001221882;10;0
8699546095100;8680001398492;3;0
8699546095100;8680001459032;150;22
8699546095100;8680001503155;2;0
8699546095100;8680001231041;10;0
8699546095100;8680001244461;10;0
8699546095100;8680001535453;30;0
8699546095100;8680001267125;10;0
8699546095100;8680001299478;50;0
8699546095100;8680001621835;150;22
8699546095100;8680001278381;2;0
8699546095100;8680001619054;5;0
8699546095100;8680001287949;10;0
8699546095100;8680001203123;2;0
8699546095100;8680001673797;5;0
8699546095100;8680001466610;20;0
8699546095100;8680001603695;5;0
8699546095100;8680001594931;2;0
8699546095100;8680001412105;10;0
8699546095100;8680001278381;3;0
8699546095100;8680001550289;2;0
8699546095100;8680001658794;2;0
8699546095100;8680001209958;10;0
8699546095100;8680001222698;5;0
8699546095100;8680001401864;15;0
8699546095100;8680001431083;10;0
8699546095100;8680001488612;1;0
8699546095100;8680001220045;5;0
8699546095100;8680001434411;10;0
8699546095100;8680001351244;10;0
8699546095100;8680001297450;10;0
8699546095100;8680001501632;10;0
8699546095100;8680001212569;10;0
8699546095100;8680001375899;10;0
8699546095100;8680001490851;5;0
8699546095100;8680001219803;10;0
8699546095100;8680001376773;2;0
8699546095100;8680001174690;10;0
8699546095100;8680001206575;10;0
8699546095100;8680001427185;5;0
8699546095100;8680001427185;10;0
8699546095100;8680001641550;2;0
8699546095100;8680001187881;5;0
8699546095100;8680001210817;15;0
8699546095100;8680001223657;200;30
8699546095100;8680001494552;1;0
8699546095100;8680001250554;20;0
8699546095100;8680001558438;5;0
8699546095100;8680001418015;5;0
8699546095100;8680001421534;3;0
8699546095100;8680001206575;10;0
8699546095100;8680001248117;5;0
8699546095100;8680001476077;3;0
8699546095100;8680001298440;10;0
8699546095100;8680001666379;30;0
8699546095100;8680001425051;5;0
8699546095100;8680001494552;6;0
8699546095100;8680001298259;10;0
8699546095100;8680001449446;200;30
8699546095100;8680001210633;5;0
8699546095100;8680001238897;2;0
8699546095100;8680001274802;3;0
8699546095100;8680001238866;2;0
8699546095100;8680001213672;50;0
8699546095100;8680001275021;2;0
8699546095100;8680001661091;10;0
8699546095100;8680001225347;20;0
8699546095100;8680001253388;2;0
8699546095100;8680001202652;10;0
8699546095100;8680001226115;2;0
8699546095100;8680001658794;2;0
8699546095100;8680001333875;20;0
8699546095100;8680001653300;5;0
8699546095100;8680001226061;10;0
8699546095100;8680001226771;3;0
8699546095100;8680001241408;2;0
8699546095100;8680001463343;5;0
8699546095100;8680001189816;10;0
8699546095100;8680001479320;3;0
8699546095100;8680001639939;5;0
8699546095100;8680001381906;10;0
8699546095100;8680001698790;20;0
8699546095100;8680001528813;3;0
8699546095100;8680001673575;5;0
8699546095100;8680001267125;10;0
8699546095100;8680001178179;20;0
8699546095100;8680001213719;3;0
8699546095100;8680001203703;5;0
8699546095100;8680001223251;10;0
8699546095100;8680001698790;40;0
8699546095100;8680001641550;2;0
8699546095100;8680001488612;1;0
8699546095100;8680001285716;5;0
8699546095100;8680001654635;10;0
8699546095100;8680001634125;25;0
8699546095100;8680001561056;3;0
8699546095100;8680001698295;20;0
8699546095100;8680001138623;5;0
8699546095100;8680001292820;50;0
8699546095100;8680001198115;50;0
8699546095100;8680001287796;2;0
8699546095100;8680001288380;20;0
8699546095100;8680001219711;10;0
8699546095100;8680001226016;2;0
8699546095100;8680001453221;5;0
8699546095100;8680001288779;3;0
8699546095100;8680001174072;30;0
8699546095100;8680001291472;10;0
8699546095100;8680001421534;5;0
8699546095100;8680001622726;4;0
8699546095100;8680001597178;10;0
8699546095131;8680001226061;2;0
8699546095131;8680001199693;1;0
8699546095131;8680001275038;10;0
8699546095131;8680001199693;5;0
8699546095131;8680001544530;5;0
8699546095131;8680001266821;1;0
8699546095131;8680001359899;5;0
8699546095131;8680001622610;1;0
8699546095131;8680001447954;2;0
8699546095131;8680001628360;5;0
8699546095131;8680001169146;3;0
8699546095131;8680001427772;5;0
8699546095131;8680001635825;3;0
8699546095131;8680001634125;3;0
8699546095131;8680001183586;4;0
8699546095131;8680001485338;1;0
8699546095131;8680001260072;3;0
8699546095131;8680001365913;5;0
8699546095131;8680001254712;5;0
8699546095131;8680001404575;3;0
8699546095131;8680001248162;2;0
8699546095131;8680001548293;2;0
8699546095131;8680001516711;5;0
8699546095131;8680001425372;5;0
8699546095131;8680001274390;3;0
8699546095131;8680001538980;4;0
8699546095131;8680001626564;8;0
8699546095131;8680001211005;3;0
8699546095131;8680001619986;5;0
8699546095131;8680001287413;3;0
8699546095131;8680001190317;5;0
8699546095131;8680001481583;5;0
8699546095131;8680001216277;2;0
8699546095131;8680001463725;1;0
8699546095131;8680001462421;5;0
8699546095131;8680001230488;10;0
8699546095131;8680001447954;2;0
8699546095131;8680001425051;3;0
8699546095131;8680001531011;3;0
8699546095131;8680001515479;5;0
8699546095131;8680001375899;5;0
8699546095131;8680001479115;2;0
8699546095131;8680001455249;1;0
8699546095131;8680001241958;2;0
8699546095131;8680001500901;3;0
8699546095131;8680001565306;3;0
8699546095131;8680001285082;5;0
8699546095131;8680001209897;5;0
8699546095131;8680001619924;5;0
8699546095131;8680001495054;2;0
8699546095131;8680001105632;5;0
8699546095131;8680001637331;5;0
8699546095131;8680001187355;5;0
8699546095131;8680001696536;10;0
8699546095131;8680001504398;5;0
8699546095131;8680001635825;10;0
8699546095131;8680001511358;5;0
8699546095131;8680001625413;3;0
8699546095131;8680001287611;5;0
8699546095131;8680001633012;3;0
8699546095131;8680001497867;3;0
8699546095131;8680001222230;5;0
8699546095131;8680001550289;5;0
8699546095131;8680001179114;10;0
8699546095131;8680001201761;3;0
8699546095131;8680001523436;2;0
8699546095131;8680001497904;5;0
8699546095131;8680001212439;3;0
8699546095131;8680001654635;5;0
8699546095131;8680001516711;10;0
8699546095131;8680001495283;5;0
8699546095131;8680001674497;5;0
8699546095131;8680001629671;1;0
8699546095131;8680001483921;10;0
8699546095131;8680001617845;5;0
8699546095131;8680001547166;2;0
8699546095131;8680001183999;5;0
8699546095131;8680001679522;3;0
8699546095131;8680001603695;5;0
8699546095131;8680001525171;5;0
8699546095131;8680001635825;8;0
8699546095131;8680001292820;2;0
8699546095131;8680001453801;10;0
8699546095131;8680001189434;5;0
8699546095131;8680001278473;1;0
8699546095131;8680001521159;5;0
8699546095131;8680001473373;2;0
8699546095131;8680001636037;3;0
8699546095131;8680001510320;10;0
8699546095131;8680001547166;3;0
8699546095131;8680001458998;2;0
8699546095131;8680001241613;5;0
8699546095131;8680001548293;2;0
8699546095131;8680001231256;5;0
8699546095131;8680001239887;5;0
8699546095131;8680001248148;5;0
8699546095131;8680001248322;2;0
8699546095131;8680001241668;5;0
8699546095131;8680001538980;3;0
8699546095131;8680001662395;3;0
8699546095131;8680001679539;3;0
8699546095131;8680001429219;5;0
8699546095131;8680001473076;3;0
8699546095131;8680001484805;5;0
8699546095131;8680001634125;3;0
8699546095131;8680001222230;20;0
8699546095131;8680001673407;2;0
8699546095131;8680001225729;5;0
8699546095131;8680001248247;3;0
8699546095131;8680001458998;3;0
8699546095131;8680001485895;5;0
8699546095131;8680001572762;10;0
8699546095131;8680001473076;4;0
8699546095131;8680001627561;2;0
8699546095131;8680001175604;5;0
8699546095131;8680001486564;3;0
8699546095131;8680001220045;1;0
8699546095131;8680001629671;2;0
8699546095131;8680001431083;2;0
8699546095131;8680001598540;5;0
8699546095131;8680001517831;2;0
8699546095131;8680001225347;2;0
8699546095131;8680001267026;3;0
8699546095131;8680001449446;10;0
8699546095131;8680001603282;5;0
8699546095131;8680001286737;1;0
8699546095131;8680001248322;2;0
8699546095131;8680001189304;3;0
8699546095131;8680001267125;10;0
8699546095131;8680001454129;5;0
8699546095131;8680001530106;6;0
8699546095131;8680001298419;3;0
8699546095131;8680001217076;3;0
8699546095131;8680001398492;20;0
8699546095131;8680001628360;10;0
8699546095131;8680001180073;5;0
8699546095131;8680001232826;5;0
8699546095131;8680001238217;5;0
8699546095131;8680001298440;5;0
8699546095131;8680001621835;10;0
8699546095131;8680001210855;2;0
8699546095131;8680001266968;2;0
8699546095131;8680001267026;10;0
8699546095131;8680001239887;8;0
8699546095131;8680001222698;9;0
8699546095131;8680001474455;2;0
8699546095131;8680001248322;3;0
8699546095131;8680001681259;3;0
8699546095131;8680001278381;1;0
8699546095131;8680001248278;5;0
8699546095131;8680001243280;5;0
8699546095131;8680001249473;1;0
8699546095131;8680001494958;1;0
8699546095131;8680001248162;10;0
8699546095131;8680001267026;10;0
8699546095131;8680001241408;2;0
8699546095131;8680001188970;5;0
8699546095131;8680001206575;3;0
8699546095131;8680001202119;2;0
8699546095131;8680001523436;2;0
8699546095131;8680001275038;3;0
8699546095131;8680001572571;10;0
8699546095131;8680001450305;5;0
8699546095131;8680001494675;2;0
8699546095131;8680001565764;2;0
8699546095131;8680001215096;5;0
8699546095131;8680001272464;2;0
8699546095131;8680001501601;2;0
8699546095131;8680001219711;2;0
8699546095131;8680001202119;1;0
8699546095131;8680001274390;2;0
8699546095131;8680001189304;3;0
8699546095131;8680001461646;3;0
8699546095131;8680001219001;2;0
8699546095131;8680001210633;2;0
8699546095131;8680001282142;2;0
8699546095131;8680001259632;1;0
8699546095131;8680001481880;2;0
8699546095131;8680001474455;1;0
8699546095131;8680001625642;10;0
8699546095131;8680001354283;5;0
8699546095131;8680001679898;10;0
8699546095131;8680001698790;2;0
8699546095131;8680001289813;3;0
8699546095131;8680001239696;2;0
8699546095131;8680001185375;2;0
8699546095131;8680001487363;3;0
8699546095131;8680001351244;10;0
8699546095131;8680001622610;1;0
8699546095131;8680001274390;3;0
8699546095131;8680001527052;16;0
8699546095131;8680001629671;1;0
8699546095131;8680001219704;2;0
8699546095131;8680001689323;2;0
8699546095131;8680001238897;2;0
8699546095131;8680001634149;2;0
8699546095131;8680001486199;5;0
8699546095131;8680001698295;8;0
8699546095131;8680001698295;5;0
8699546095131;8680001658862;3;0
8699546095131;8680001239696;3;0
8699546095131;8680001333875;3;0
8699546095131;8680001642311;1;0
8699546095131;8680001253357;2;0
8699546115198;8680001491735;2;0
8699546115198;8680001179114;10;0
8699546115198;8680001298259;5;0
8699546115198;8680001212644;5;0
8699546115198;8680001661091;6;0
8699546115198;8680001510696;1;0
8699546115198;8680001484805;3;0
8699546115198;8680001480760;5;0
8699546115198;8680001431083;5;0
8699546115198;8680001225729;1;0
8699546115198;8680001662395;2;0
8699546115198;8680001510320;5;0
8699546115198;8680001427772;3;0
8699546115198;8680001473076;5;0
8699546115198;8680001661091;10;0
8699546115198;8680001173914;1;0
8699546115198;8680001431083;5;0
8699546115198;8680001202652;10;0
8699546115198;8680001275144;10;0
8699546115198;8680001220045;3;0
8699546115198;8680001506101;5;0
8699546115198;8680001491735;5;0
8699546115198;8680001478682;5;0
8699546115198;8680001636785;2;0
8699546115198;8680001679522;10;0
8699546115198;8680001465255;3;0
8699546115198;8680001287413;3;0
8699546115198;8680001234080;2;0
8699546115198;8680001540303;20;0
8699546115198;8680001544530;5;0
8699546115198;8680001217076;5;0
8699546115198;8680001466610;2;0
8699546115198;8680001652860;5;0
8699546115198;8680001486564;3;0
8699546115198;8680001333875;3;0
8699546115198;8680001635047;20;0
8699546115198;8680001603695;2;0
8699546115198;8680001219704;3;0
8699546115198;8680001538980;10;0
8699546115198;8680001494675;1;0
8699546115198;8680001483921;2;0
8699546115198;8680001174621;3;0
8699546115198;8680001488612;3;0
8699546115198;8680001678297;3;0
8699546115198;8680001288380;2;0
8699546115198;8680001253500;2;0
8699546115198;8680001658794;1;0
8699546115198;8680001202713;5;0
8699546115198;8680001527076;10;0
8699546115198;8680001381227;5;0
8699546115198;8680001267026;1;0
8699546115198;8680001183722;5;0
8699546115198;8680001253388;1;0
8699546115198;8680001622719;3;0
8699546115198;8680001416684;2;0
8699546115198;8680001212057;10;0
8699546115198;8680001226825;3;0
8699546115198;8680001466610;2;0
8699546115198;8680001288618;5;0
8699546115198;8680001201761;1;0
8699546115198;8680001249633;3;0
8699546115198;8680001381227;13;0
8699546115198;8680001223213;1;0
8699546115198;8680001278534;5;0
8699546355174;8680001351244;10;1
8699546355174;8680001513659;10;1
8699546355174;8680001248278;10;1
8699546355174;8680001175062;20;2
8699546355174;8680001404841;2;0
8699546355174;8680001202522;10;1
8699546355174;8680001486564;10;1
8699546355174;8680001253418;3;0
8699546355174;8680001407620;10;1
8699546355174;8680001450305;3;0
8699546355174;8680001289813;10;1
8699546355174;8680001087839;100;20
8699546355174;8680001087839;200;40
8699546355174;8680001218547;5;0
8699546355174;8680001298266;10;1
8699546355174;8680001486199;10;1
8699546355174;8680001237982;10;1
8699546355174;8680001298440;5;0
8699546355174;8680001275144;40;6
8699546355174;8680001440368;10;1
8699546355174;8680001541249;10;1
8699546355174;8680001211326;2;0
8699546355174;8680001209057;3;0
8699546355174;8680001289301;5;0
8699546355174;8680001297450;10;1
8699546355174;8680001559633;10;1
8699546355174;8680001565139;10;1
8699546355174;8680001333875;10;1
8699546355174;8680001285044;2;0
8699546355174;8680001189397;3;0
8699546355174;8680001213917;2;0
8699546355174;8680001248964;6;0
8699546355174;8680001249633;1;0
8699546355174;8680001187867;7;0
8699546355174;8680001247646;1;0
8699546355174;8680001572571;10;1
8699546355174;8680001248964;100;20
8699546355174;8680001241804;10;1
8699546355174;8680001266869;10;1
8699546355174;8680001483921;10;1
8699546355174;8680001087839;200;40
8699546355174;8680001482115;2;0
8699546355174;8680001217748;10;1
8699546355174;8680001236343;10;1
8699546355174;8680001625338;40;6
8699546355174;8680001172313;1;0
8699546355174;8680001561056;10;1
8699546355174;8680001285044;3;0
8699546355174;8680001673575;10;1
8699546355174;8680001645886;10;1
8699546355174;8680001494552;10;1
8699546355174;8680001180073;10;1
8699546355174;8680001510658;5;0
8699546355174;8680001484805;10;1
8699546355174;8680001636730;10;1
8699546355174;8680001275038;10;1
8699546355174;8680001178506;2;0
8699546355174;8680001218547;20;2
8699546355174;8680001653942;20;2
8699546355174;8680001249633;2;0
8699546355174;8680001217410;10;1
8699546355174;8680001209897;1;0
8699546355174;8680001213368;40;6
8699546355174;8680001425297;2;0
8699546355174;8680001225729;10;1
8699546355174;8680001679898;10;1
8699546355174;8680001189434;10;1
8699546355174;8680001628360;10;1
8699546355174;8680001419487;40;6
8699546355174;8680001398492;10;1
8699546355174;8680001275144;40;6
8699546355174;8680001209958;2;0
8699546355174;8680001528813;2;0
8699546355174;8680001521159;10;1
8699546355174;8680001266821;1;0
8699546355174;8680001259632;10;1
8699546355174;8680001174171;3;0
8699546355174;8680001510658;40;6
8699546355174;8680001231041;2;0
8699546355174;8680001296019;2;0
8699546355174;8680001223640;10;1
8699546355174;8680001250554;40;6
8699546355174;8680001635047;40;6
8699546355174;8680001483921;2;0
8699546355174;8680001441532;1;0
8699546355174;8680001232338;40;6
8699546355174;8680001247646;1;0
8699546355174;8680001142965;10;1
8699546355174;8680001170791;2;0
8699546355174;8680001649785;10;1
8699546355174;8680001208876;2;0
8699546355174;8680001617845;10;1
8699546355174;8680001641550;10;1
8699546355174;8680001178506;10;1
8699546355174;8680001232826;2;0
8699546355174;8680001658763;10;1
8699546355174;8680001673407;10;1
8699546355174;8680001632725;1;0
8699546355174;8680001509744;10;1
8699546355174;8680001449446;40;6
8699546355174;8680001479764;10;1
8699546355174;8680001565764;10;1
8699546355174;8680001503513;10;1
8699546355174;8680001381906;5;0
8699546355174;8680001226344;10;1
8699546355174;8680001368655;2;0
8699546355174;8680001185627;2;0
8699546355174;8680001484805;10;1
8699546355174;8680001185627;10;1
8699546355174;8680001473076;10;1
8699546355174;8680001235087;10;1
8699546355174;8680001248391;10;1
8699546355174;8680001223213;40;6
8699546355174;8680001698295;40;6
8699546355174;8680001534036;10;1
8699546355174;8680001237296;100;20
8699546355174;8680001217748;3;0
8699546355174;8680001231041;2;0
8699546355174;8680001238484;40;6
8699546355174;8680001460915;1;0
8699546355174;8680001087839;200;40
8699546355174;8680001647095;2;0
8699546755141;8680001505289;4;0
8699546755141;8680001510658;3;0
8699546755141;8680001427772;1;0
8699546755141;8680001175604;3;0
8699546755141;8680001241804;5;0
8699546755141;8680001494675;3;0
8699546755141;8680001199693;5;0
8699546755141;8680001431083;2;0
8699546755141;8680001516711;3;0
8699546755141;8680001266869;2;0
8699546755141;8680001520732;5;0
8699546755141;8680001418015;4;0
8699546755141;8680001483921;3;0
8699546755141;8680001678297;3;0
8699546755141;8680001625413;5;0
8699546755141;8680001473373;5;0
8699546755141;8680001171224;1;0
8699546755141;8680001427772;4;0
8699546755141;8680001626564;3;0
8699546755141;8680001267064;10;0
8699546755141;8680001180073;5;0
8699546755141;8680001210633;3;0
8699546755141;8680001217076;5;0
8699546755141;8680001376810;4;0
8699546755141;8680001523436;4;0
8699546755141;8680001223862;3;0
8699546755141;8680001679898;5;0
8699546755141;8680001202522;3;0
8699546755141;8680001627561;2;0
8699546755141;8680001338900;4;0
8699546755141;8680001503513;3;0
8699546755141;8680001267125;5;0
8699546755141;8680001206575;2;0
8699546755141;8680001224753;13;0
8699546755141;8680001500901;3;0
8699546755141;8680001398492;5;0
8699546755141;8680001513659;2;0
8699546755141;8680001522729;3;0
8699546755141;8680001522729;4;0
8699546755141;8680001636037;3;0
8699546755141;8680001234080;2;0
8699546755141;8680001223657;3;0
8699546755141;8680001253357;3;0
8699546755141;8680001264315;2;0
8699546755141;8680001679539;5;0
8699546755141;8680001673964;4;0
8699546755141;8680001453221;5;0
8699546755141;8680001485536;5;0
8699546755141;8680001226344;5;0
8699546755141;8680001326426;3;0
8699546755141;8680001376681;5;0
8699546755141;8680001510320;5;0
8699546755141;8680001444960;5;0
8699546755141;8680001204342;2;0
8699546755141;8680001212736;5;0
8699546755141;8680001248322;4;0
8699546755141;8680001288380;2;0
8699546755141;8680001278381;3;0
8699546755141;8680001212569;5;0
8699546755141;8680001572571;3;0
8699546755141;8680001549610;3;0
8699546755141;8680001333875;2;0
8699546755141;8680001510320;3;0
8699546755141;8680001245703;4;0
8699546755141;8680001287611;3;0
8699546755141;8680001285082;5;0
8699546755141;8680001381227;5;0
8699546755141;8680001637331;4;0
8699546755141;8680001437115;3;0
8699546755141;8680001187355;3;0
8699546755141;8680001222124;5;0
8699546755141;8680001491667;3;0
8699546755141;8680001486199;4;0
8699546755141;8680001511358;3;0
8699546755141;8680001617845;4;0
8699546755141;8680001181926;3;0
8699546755141;8680001504398;3;0
8699546755141;8680001619924;3;0
8699546755141;8680001497904;4;0
8699546755141;8680001238897;3;0
8699546755141;8680001278534;3;0
8699546755141;8680001212736;3;0
8699546755141;8680001105632;10;0
8699546755141;8680001562428;3;0
8699546755141;8680001424023;5;0
8699546755141;8680001218141;10;0
8699546755141;8680001234080;4;0
8699546755141;8680001453801;3;0
8699546755141;8680001178179;5;0
8699546755141;8680001291472;2;0
8699546755141;8680001183999;5;0
8699546755141;8680001454129;2;0
8699546755141;8680001501601;10;0
8699546755141;8680001275038;5;0
8699546755141;8680001617845;5;0
8699546755141;8680001239924;5;0
8699546755141;8680001238217;1;0
8699546755141;8680001257331;4;0
8699546755141;8680001260065;3;0
8699546755141;8680001621170;1;0
8699546755141;8680001175062;3;0
8699546755141;8680001224753;5;0
8699546755141;8680001685813;2;0
8699546755141;8680001239757;4;0
8699546755141;8680001531011;2;0
8699546755141;8680001550289;4;0
8699546755141;8680001217410;5;0
8699546755141;8680001212439;5;0
8699546755141;8680001454129;5;0
8699546755141;8680001230488;3;0
8699546755141;8680001618903;3;0
8699546755141;8680001253388;5;0
8699546755141;8680001197705;3;0
8699546755141;8680001530106;3;0
8699546755141;8680001685301;1;0
8699546755141;8680001222629;2;0
8699546755141;8680001550289;9;0
8699546755141;8680001174072;8;0
8699546755141;8680001463725;5;0
8699546755141;8680001254538;5;0
8699546755141;8680001175086;4;0
8699546755141;8680001217076;10;0
8699546755141;8680001226061;3;0
8699546755141;8680001266968;3;0
8699546755141;8680001260072;2;0
8699546755141;8680001561056;4;0
8699546755141;8680001515479;10;0
8699546755141;8680001298440;5;0
8699546755141;8680001658794;1;0
8699546755141;8680001490851;5;0
8699546755141;8680001175086;1;0
8699546755141;8680001442393;3;0
8699546755141;8680001398492;10;0
8699546755141;8680001634125;7;0
8699546755141;8680001427352;2;0
8699546755141;8680001419791;10;0
8699546755141;8680001249633;10;0
8699546755141;8680001220045;5;0
8699546755141;8680001175062;10;0
8699546755141;8680001203369;2;0
8699546755141;8680001662395;2;0
8699546755141;8680001602254;3;0
8699546755141;8680001491735;3;0
8699546755141;8680001658862;5;0
8699546755141;8680001202522;3;0
8699546755141;8680001516711;5;0
8699546755141;8680001494675;2;0
8699546755141;8680001483921;5;0
8699546755141;8680001678297;10;0
8699546755141;8680001522729;5;0
8699546755141;8680001522729;5;0
8699546755141;8680001504398;10;0
8699546755141;8680001334896;3;0
8699546755141;8680001634149;5;0
8699546755141;8680001237470;2;0
8699546755141;8680001202522;3;0
8699546755141;8680001515325;4;0
8699546755141;8680001596881;4;0
8699546755141;8680001202485;5;0
8699546755141;8680001625086;5;0
8699546755141;8680001226115;1;0
8699546755141;8680001527076;6;0
8699546755141;8680001296552;10;0
8699546755141;8680001296552;8;0
8699546755141;8680001204441;5;0
8699546755141;8680001288618;5;0
8699546755141;8680001516711;5;0
8699546755141;8680001479115;5;0
8699546755141;8680001202522;3;0
8699546755141;8680001500901;5;0
8699546755141;8680001248322;3;0
8699546755141;8680001217953;2;0
8699546755141;8680001254712;8;0
8699546755141;8680001673407;5;0
8699546755141;8680001234080;5;0
8699546755141;8680001241613;3;0
8699546755141;8680001287413;2;0
8699546755141;8680001174072;5;0
8699546755141;8680001226641;4;0
8699546755141;8680001484843;3;0
8699546755141;8680001223459;5;0
8699546755141;8680001175086;5;0
8699546755141;8680001298419;2;0
8699546755141;8680001267125;6;0
8699546755141;8680001508570;10;0
8699546755141;8680001458998;3;0
8699546755141;8680001427352;2;0
8699546755141;8680001505289;5;0
8699546755141;8680001338900;30;0
8699546755141;8680001554157;20;0
8699546755141;8680001248278;5;0
8699546755141;8680001222834;10;0
8699546755141;8680001678297;3;0
8699546755141;8680001333875;5;0
8699546755141;8680001288380;5;0
8699546755141;8680001354283;5;0
8699546755141;8680001237890;5;0
8699546755141;8680001421534;1;0
8699546755141;8680001202522;5;0
8699546755141;8680001479320;2;0
8699546755141;8680001561056;5;0
8699546755141;8680001527076;10;0
8699546755141;8680001496693;2;0
8699546755141;8680001248322;5;0
8699546755141;8680001466047;5;0
8699546755141;8680001264315;20;0
8699546755141;8680001338900;20;0
8699546755141;8680001444960;10;0
8699546755141;8680001210817;10;0
8699546755141;8680001463343;3;0
8699546755141;8680001217410;10;0
8699546755141;8680001463343;1;0
8699546755141;8680001296019;1;0
8699546755141;8680001698295;20;0
8699546755141;8680001287796;5;0
8699546755141;8680001189076;1;0
8699546755141;8680001698295;5;0
8699546755141;8680001217748;5;0
8699546755141;8680001257331;2;0
8699546755141;8680001216277;3;0
8699546755141;8680001295869;5;0
8699546755141;8680001253388;5;0
8699546370597;8680001198115;20;0
8699546370597;8680001484805;1;0
8699546370597;8680001189816;15;1
8699546370597;8680001484805;2;0
8699546370597;8680001298419;1;0
8699546370597;8680001457472;1;0
8699546370597;8680001298419;2;0
8699546370597;8680001185313;1;0
8699546370597;8680001500901;2;0
8699546370597;8680001636730;3;0
8699546370597;8680001161027;10;0
